time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-01 00:00:00+00:00,7,6,0,0
2026-02-02 00:00:00+00:00,16,7,1,1
2026-02-03 00:00:00+00:00,13,7,1,1
2026-02-04 00:00:00+00:00,13,8,0,0
2026-02-05 00:00:00+00:00,19,10,6,1
2026-02-06 00:00:00+00:00,10,5,1,1
2026-02-07 00:00:00+00:00,11,6,0,0
2026-02-08 00:00:00+00:00,9,4,0,0
2026-02-09 00:00:00+00:00,18,9,1,1
2026-02-10 00:00:00+00:00,1,1,1,1
2026-02-11 00:00:00+00:00,13,6,0,0
2026-02-12 00:00:00+00:00,7,6,2,2
2026-02-13 00:00:00+00:00,11,6,0,0
2026-02-14 00:00:00+00:00,22,9,1,1
